news	report	8.16	0.30317088451973084
canyon	landscape	7.53	0.29497656794592575
image	surface	4.56	0.3302954558134658
discovery	space	6.34	0.12854914593826244
water	seepage	6.56	-1
sign	recess	2.38	0.2491454966365466
Wednesday	news	2.22	0.33038325866181106
mile	kilometer	8.66	0.5273297836411155
computer	news	4.47	0.21790033309247067
territory	surface	5.34	0.137216320387423
atmosphere	landscape	3.69	0.38458230828009393
president	medal	3.00	0.06753556793445499
war	troops	8.13	0.3463427301931044
record	number	6.31	0.14192292597704
skin	eye	6.22	0.512773145987727
Japanese	American	6.50	0.30811799387632544
theater	history	3.91	0.0848824568568705
volunteer	motto	2.56	0.0016470746739311395
prejudice	recognition	3.00	0.15915890811776492
decoration	valor	5.63	0.27538637310534014
century	year	7.59	0.16982974057047115
century	nation	3.16	0.19762161915191248
delay	racism	1.19	0.0864823955461099
delay	news	3.31	0.1088440842684308
minister	party	6.63	0.26121837612401816
peace	plan	4.75	0.24614624439475102
minority	peace	3.69	0.23148927252960042
attempt	peace	4.25	0.21452425123689722
government	crisis	6.56	0.4100918959167836
deployment	departure	4.25	0.19583837051930103
deployment	withdrawal	5.88	0.4921398024724329
energy	crisis	5.94	0.1768647171457661
announcement	news	7.56	0.3320046292382106
announcement	effort	2.75	0.29413496001620476
stroke	hospital	7.03	0.24054061034454627
disability	death	5.47	0.1636549693787947
victim	emergency	6.47	0.08744018995940935
treatment	recovery	7.91	0.4635922124729463
journal	association	4.97	0.3065440250248036
doctor	personnel	5.00	0.09401818001608887
doctor	liability	5.19	0.06890027574527537
liability	insurance	7.03	0.6893007085276387
school	center	3.44	0.12394703166605914
reason	hypertension	2.31	0.05813526824862252
reason	criterion	5.91	0.4984819140578066
hundred	percent	7.38	0.23294990493246098
Harvard	Yale	8.13	0.7953850737312411
hospital	infrastructure	4.63	0.17470245549037072
death	row	5.25	0.09745537842153663
death	inmate	5.03	0.20165905129385678
lawyer	evidence	6.69	0.07837191712232393
life	death	7.88	0.20684324460095854
life	term	4.50	0.13227529553928646
word	similarity	4.75	0.2869325676071686
board	recommendation	4.47	0.32034983507022
governor	interview	3.25	0.0018261893277974023
OPEC	country	5.63	-1
peace	atmosphere	3.69	0.10965529421369276
peace	insurance	2.94	0.052007883095258625
territory	kilometer	5.28	0.07534418507232853
travel	activity	5.00	0.04444686212907999
competition	price	6.44	0.2140100918583486
consumer	confidence	4.13	0.25848190856364195
consumer	energy	4.75	0.3716124137256288
problem	airport	2.38	0.25766115345108653
car	flight	4.94	0.19109225851677009
credit	card	8.06	0.4413866980159741
credit	information	5.31	0.31423189470404195
hotel	reservation	8.03	0.1740084837957537
grocery	money	5.94	0.13076034248207738
registration	arrangement	6.00	0.18680671166488888
arrangement	accommodation	5.41	0.20988169487831532
month	hotel	1.81	0.08176397584927293
type	kind	8.97	0.4892318726406937
arrival	hotel	6.00	0.09381883640082536
bed	closet	6.72	0.47537998436005974
closet	clothes	8.00	0.42315304956512045
situation	conclusion	4.81	0.3827928970794375
situation	isolation	3.88	0.3328298054266106
impartiality	interest	5.16	-1
direction	combination	2.25	0.282640320128166
street	place	6.44	0.2362275619825811
street	avenue	8.88	0.4029656798902406
street	block	6.88	0.3582025107401451
street	children	4.94	0.03110336572123634
listing	proximity	2.56	-0.048027138535852255
listing	category	6.38	0.2920346810046334
cell	phone	7.81	0.30944304766872877
production	hike	1.75	0.09791241683570054
benchmark	index	4.25	0.3822555765620036
media	trading	3.88	0.18192605400260295
media	gain	2.88	0.08414736362007592
dividend	payment	7.63	0.5786645340414013
dividend	calculation	6.48	0.35559746638550177
calculation	computation	8.44	0.647843970509513
currency	market	7.50	0.4631052335138104
OPEC	oil	8.59	-1
oil	stock	6.34	0.358178960716064
announcement	production	3.38	0.1533134584691793
announcement	warning	6.00	0.32015975992367846
profit	warning	3.88	0.20150020068150823
profit	loss	7.63	0.24756728515578122
dollar	yen	7.78	0.3287960438687559
dollar	buck	9.22	0.09151057928627404
dollar	profit	7.38	0.4399143529283392
dollar	loss	6.09	0.15487111852681756
computer	software	8.50	0.6640975613988349
network	hardware	8.31	0.38763509468047946
phone	equipment	7.13	0.20565104884323518
equipment	maker	5.91	0.1987855685480751
luxury	car	6.47	0.3995700790002269
five	month	3.38	0.208488630095875
report	gain	3.63	0.00039025195187629533
investor	earning	7.13	0.0301321558063142
liquid	water	7.89	0.4525858121582153
baseball	season	5.97	0.3465364150112537
game	victory	7.03	0.32275285238864476
game	team	7.69	0.35314458329055176
marathon	sprint	7.47	0.5165998786856185
game	series	6.19	0.2952101679952584
game	defeat	6.97	0.2813626004171531
seven	series	3.56	0.16706590279737854
seafood	sea	7.47	0.2261123306517491
seafood	food	8.34	0.5417893839612803
seafood	lobster	8.70	0.4737592643372801
lobster	food	7.81	0.29423153876306435
lobster	wine	5.70	0.37780380859302315
food	preparation	6.22	0.2690332365105471
video	archive	6.34	0.3475831026777153
start	year	4.06	0.1356120682651406
start	match	4.47	0.20063028157860524
game	round	5.97	0.3505411848662832
boxing	round	7.61	0.21670036781632424
championship	tournament	8.36	0.6555624576909864
fighting	defeating	7.41	0.20823399481402557
line	insurance	2.69	0.024164538062841596
day	summer	3.94	0.1885408167623858
summer	drought	7.16	0.37102880461412696
summer	nature	5.63	0.02100043112382247
day	dawn	7.53	0.2816838919111883
nature	environment	8.31	0.422045421373261
environment	ecology	8.81	0.4698291359916903
nature	man	6.25	0.12117454490249766
man	woman	8.30	0.6961296571615571
man	governor	5.25	0.20379431945250853
murder	manslaughter	8.53	0.6367915316398179
soap	opera	7.94	0.5989133296665701
opera	performance	6.88	0.2528240796940332
life	lesson	5.94	0.1098845456842251
focus	life	4.06	0.070607445889402
production	crew	6.25	0.12177637954961715
television	film	7.72	0.31399065301529216
lover	quarrel	6.19	0.41583731969042825
viewer	serial	2.97	0.20707569713738325
possibility	girl	1.94	0.14606232604948052
population	development	3.75	0.16900356455725066
morality	importance	3.31	0.35374544055167123
morality	marriage	3.69	0.28012854480338767
Mexico	Brazil	7.44	0.42614400408624115
gender	equality	6.41	0.575042797139496
change	attitude	5.44	0.2855209973008498
family	planning	6.25	-0.0681770317735778
opera	industry	2.63	0.03372907542225202
sugar	approach	0.88	-0.012229869374894743
practice	institution	3.19	0.3436201184848343
ministry	culture	4.69	0.14355843516140562
problem	challenge	6.75	0.3624341278132255
size	prominence	5.31	0.09300617516637083
country	citizen	7.31	0.22463420724951205
planet	people	5.75	0.1392438772262338
development	issue	3.97	0.0713313141339232
experience	music	3.47	0.15837997667087458
music	project	3.63	0.14295987368442262
glass	metal	5.56	0.5912382843216759
aluminum	metal	7.83	0.6299473150761885
chance	credibility	3.88	0.2897656353659341
exhibit	memorabilia	5.31	0.24981069622468058
concert	virtuoso	6.81	0.254738500949612
rock	jazz	7.59	0.5611468973161768
museum	theater	7.19	0.3851858904406604
observation	architecture	4.38	0.2657057348385962
space	world	6.53	0.17918113325297236
preservation	world	6.19	0.13883397571310752
admission	ticket	7.69	0.4203647410808525
shower	thunderstorm	6.31	0.23612182501397103
shower	flood	6.03	0.17008923683237792
weather	forecast	8.34	0.38100954004296583
disaster	area	6.25	0.21245057889906965
governor	office	6.34	0.3314696927453431
architecture	century	3.78	0.278913615983579
